Lung_M2_*.hairpin	Lung_M3_*.hairpin	Lung_F1_*.hairpin	Lung_F2_*.hairpin	Lung_F3_*.hairpin	Lung_M1_*.hairpin
mmu-mir-9b-1	0.277415888415429	0.466983976911912	0.313691533825511	1.56210032852892	1.34745272771938	0.661201624333981
mmu-mir-129-2	0.554831776830859	0.233491988455956	0.941074601476532	0.937260197117349	1.34745272771938	0.33060081216699
mmu-mir-470	0.554831776830859	0.700475965367868	0	1.24968026282313	1.34745272771938	0.33060081216699
mmu-mir-489	0.277415888415429	0.466983976911912	1.56845766912755	0.624840131411566	1.34745272771938	0
mmu-mir-1224	0.832247665246288	0.700475965367868	0	0	1.34745272771938	1.32240324866796
mmu-mir-669a-2	0.554831776830859	0.933967953823824	0.313691533825511	0.624840131411566	0	0.991802436500971
mmu-mir-467b	1.10966355366172	0.933967953823824	0.313691533825511	0	2.02117909157907	0
mmu-mir-465c-1	0.277415888415429	0.466983976911912	0.941074601476532	1.56210032852892	0.673726363859691	0
mmu-mir-465c-2	0.277415888415429	0.466983976911912	0.941074601476532	1.56210032852892	0.673726363859691	0
mmu-mir-590	0.832247665246288	0.700475965367868	1.25476613530204	0	0	0.661201624333981
mmu-mir-1907	0.554831776830859	1.16745994227978	0.313691533825511	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-1929	1.10966355366172	0.466983976911912	0	0.312420065705783	0.673726363859691	1.32240324866796
mmu-mir-1930	1.10966355366172	0.933967953823824	0	0.937260197117349	0	0.33060081216699
mmu-mir-669m-2	1.38707944207715	0	0	1.56210032852892	0	0.661201624333981
mmu-mir-1963	0.832247665246288	0.466983976911912	0	1.8745203942347	0	0.33060081216699
mmu-mir-3070-1	0.832247665246288	0.933967953823824	0.313691533825511	0.624840131411566	0	0.661201624333981
mmu-mir-3083	0.832247665246288	0.233491988455956	0	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-3961	0.554831776830859	0.700475965367868	0.313691533825511	1.56210032852892	0.673726363859691	0
mmu-mir-3966	0.554831776830859	0.466983976911912	0.627383067651021	0.937260197117349	1.34745272771938	0.33060081216699
mmu-mir-5110	0.554831776830859	0.933967953823824	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-5134	0.554831776830859	1.16745994227978	0.313691533825511	0.624840131411566	0	0.661201624333981
mmu-mir-6336	1.10966355366172	0.933967953823824	0.627383067651021	0	0.673726363859691	0.33060081216699
mmu-mir-6387	0.554831776830859	1.16745994227978	0.627383067651021	0.624840131411566	0	0.33060081216699
mmu-mir-6408	0.832247665246288	0.700475965367868	0.313691533825511	0.312420065705783	0.673726363859691	0.991802436500971
mmu-mir-6409	1.38707944207715	0.233491988455956	0.313691533825511	0.624840131411566	1.34745272771938	0.33060081216699
mmu-mir-6929	0.832247665246288	1.86793590764765	0	0	0.673726363859691	0
mmu-mir-6967-1	0.277415888415429	1.40095193073574	0.313691533825511	1.24968026282313	0	0
mmu-mir-6993	1.10966355366172	0.466983976911912	0.627383067651021	0.937260197117349	0.673726363859691	0
mmu-mir-6994	0.554831776830859	0.466983976911912	1.25476613530204	0	1.34745272771938	0.661201624333981
mmu-mir-6997	0.832247665246288	0.933967953823824	0.313691533825511	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-7061	0.277415888415429	0.700475965367868	0.627383067651021	0.624840131411566	0.673726363859691	0.991802436500971
mmu-mir-7067	1.38707944207715	0.700475965367868	0.313691533825511	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-7082	0.832247665246288	0.933967953823824	0.941074601476532	0.624840131411566	0	0
mmu-mir-7578	0.277415888415429	1.40095193073574	0.627383067651021	0.624840131411566	0	0.33060081216699
mmu-mir-7652	0.554831776830859	0.933967953823824	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-7675	0.277415888415429	0.933967953823824	0.941074601476532	0.624840131411566	1.34745272771938	0
mmu-mir-129b	0.554831776830859	0.233491988455956	0.941074601476532	0.937260197117349	1.34745272771938	0.33060081216699
mmu-mir-7688	0.554831776830859	0.933967953823824	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-6967-2	0.277415888415429	1.40095193073574	0.313691533825511	1.24968026282313	0	0
mmu-mir-124-1	0.277415888415429	0.233491988455956	0.941074601476532	0.624840131411566	0	1.32240324866796
mmu-mir-547	0.277415888415429	0.466983976911912	0.313691533825511	0.624840131411566	0.673726363859691	1.32240324866796
mmu-mir-20b	0.554831776830859	0.466983976911912	1.25476613530204	0.624840131411566	0	0.33060081216699
mmu-mir-675	1.38707944207715	0.700475965367868	0	0.312420065705783	0	0.661201624333981
mmu-mir-344d-3	0	0.466983976911912	0.627383067651021	1.24968026282313	0.673726363859691	0.661201624333981
mmu-mir-3059	0.832247665246288	0.466983976911912	0.941074601476532	0.312420065705783	1.34745272771938	0
mmu-mir-669a-1	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-344d-2	0.277415888415429	1.16745994227978	0	0.937260197117349	0.673726363859691	0.33060081216699
mmu-mir-669b	0.554831776830859	0.933967953823824	0	0.624840131411566	0	0.991802436500971
mmu-mir-701	0.554831776830859	0.700475965367868	0	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-713	0.832247665246288	0.233491988455956	0.627383067651021	0.312420065705783	0	1.32240324866796
mmu-mir-804	0.832247665246288	0.466983976911912	0	1.24968026282313	0	0.661201624333981
mmu-mir-873a	0.554831776830859	0.233491988455956	1.25476613530204	1.24968026282313	0	0
mmu-mir-1933	0.554831776830859	0.233491988455956	0.313691533825511	1.24968026282313	0.673726363859691	0.661201624333981
mmu-mir-1938	0.832247665246288	0.233491988455956	0.313691533825511	1.24968026282313	0.673726363859691	0.33060081216699
mmu-mir-1971	0.554831776830859	0.466983976911912	0.313691533825511	0.937260197117349	1.34745272771938	0.33060081216699
mmu-mir-1251	0	1.16745994227978	0	0.624840131411566	2.02117909157907	0.33060081216699
mmu-mir-669a-4	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-5	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-6	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-7	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-8	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-9	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-10	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-11	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-669a-12	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-3088	0	1.40095193073574	0.627383067651021	0.312420065705783	0	0.661201624333981
mmu-mir-3097	0.277415888415429	0.700475965367868	0.627383067651021	0.937260197117349	0.673726363859691	0.33060081216699
mmu-mir-6335	1.10966355366172	0.700475965367868	0.313691533825511	0.312420065705783	0	0.661201624333981
mmu-mir-6341	1.38707944207715	0	0.941074601476532	0	1.34745272771938	0.33060081216699
mmu-mir-6350	0.554831776830859	0.466983976911912	0.941074601476532	0.937260197117349	0.673726363859691	0
mmu-mir-6372	0.554831776830859	0.700475965367868	0.627383067651021	0.937260197117349	0	0.33060081216699
mmu-mir-6377	0.277415888415429	0.700475965367868	0.941074601476532	0.937260197117349	0	0.33060081216699
mmu-mir-6379	0	0.700475965367868	0.627383067651021	1.8745203942347	0	0
mmu-mir-6381	0.832247665246288	0.933967953823824	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-6399	0.277415888415429	0.700475965367868	0.627383067651021	0.937260197117349	0.673726363859691	0.33060081216699
mmu-mir-6415	0.277415888415429	0.700475965367868	0.941074601476532	0.624840131411566	0	0.661201624333981
mmu-mir-873b	0.554831776830859	0.233491988455956	1.25476613530204	1.24968026282313	0	0
mmu-mir-6911	0.554831776830859	1.16745994227978	0.627383067651021	0.624840131411566	0	0
mmu-mir-6944	0.832247665246288	1.16745994227978	0	0.312420065705783	0	0.661201624333981
mmu-mir-6958	0.277415888415429	0.466983976911912	0.627383067651021	0.312420065705783	0	1.65300406083495
mmu-mir-3547	0.832247665246288	0.233491988455956	0.313691533825511	0.624840131411566	1.34745272771938	0.661201624333981
mmu-mir-6992	0.277415888415429	0.700475965367868	1.25476613530204	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-7001	0.832247665246288	0.933967953823824	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-7016	0.832247665246288	0.466983976911912	0.941074601476532	0.312420065705783	0	0.661201624333981
mmu-mir-7038	0.832247665246288	0.700475965367868	0	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-7044	0.832247665246288	0.700475965367868	0.627383067651021	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-7053	0.832247665246288	0.700475965367868	0	0.937260197117349	0	0.661201624333981
mmu-mir-7081	0	0.933967953823824	0	1.24968026282313	2.02117909157907	0
mmu-mir-7087	1.38707944207715	0.466983976911912	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-7092	0	0.700475965367868	1.25476613530204	0.624840131411566	1.34745272771938	0
mmu-mir-7093	0.554831776830859	0.933967953823824	0.627383067651021	0.312420065705783	0	0.661201624333981
mmu-mir-7094-1	0.277415888415429	2.1014278961036	0	0	0.673726363859691	0
mmu-mir-7094-2	0.277415888415429	2.1014278961036	0	0	0.673726363859691	0
mmu-mir-7679	0.554831776830859	0.466983976911912	0.627383067651021	0.937260197117349	0	0.661201624333981
mmu-mir-7680	1.10966355366172	0.466983976911912	0.313691533825511	0	0	1.32240324866796
mmu-mir-12181	0	1.16745994227978	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-12206	1.38707944207715	0.233491988455956	0.627383067651021	0.624840131411566	0	0.33060081216699
mmu-mir-154	0	0.466983976911912	0.313691533825511	1.8745203942347	0	0.33060081216699
mmu-mir-290a	0	0.933967953823824	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-325	0.554831776830859	0.933967953823824	0.313691533825511	0.624840131411566	0.673726363859691	0
mmu-mir-412	0.277415888415429	0.233491988455956	2.19584073677857	0	0.673726363859691	0
mmu-mir-494	0.832247665246288	0.933967953823824	0	0	0	0.991802436500971
mmu-mir-376c	0.277415888415429	0.466983976911912	0.313691533825511	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-665	0.554831776830859	0.233491988455956	0.941074601476532	0.937260197117349	0.673726363859691	0
mmu-mir-762	1.10966355366172	0.466983976911912	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-488	0.277415888415429	0.233491988455956	1.25476613530204	0.937260197117349	0	0.33060081216699
mmu-mir-691	0.832247665246288	0.466983976911912	0.313691533825511	1.24968026282313	0	0
mmu-mir-710	0	0.700475965367868	0	0.624840131411566	0.673726363859691	1.32240324866796
mmu-mir-711	0.554831776830859	0.466983976911912	0	0.937260197117349	0	0.991802436500971
mmu-mir-509	0.554831776830859	0	1.25476613530204	0.937260197117349	0	0.33060081216699
mmu-mir-669e	0.554831776830859	0.466983976911912	1.25476613530204	0.624840131411566	0	0
mmu-mir-1961	0.832247665246288	0.700475965367868	0.627383067651021	0.312420065705783	0	0.33060081216699
mmu-mir-3067	0.554831776830859	0.933967953823824	0	0.312420065705783	0	0.991802436500971
mmu-mir-3072	1.10966355366172	0.933967953823824	0.313691533825511	0	0	0.33060081216699
mmu-mir-669d-2	0.554831776830859	0.466983976911912	0.313691533825511	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-3091	1.38707944207715	0.466983976911912	0	0.312420065705783	0	0.661201624333981
mmu-mir-344g	0.277415888415429	0.933967953823824	0.313691533825511	0.937260197117349	0	0.33060081216699
mmu-mir-3967	0	0.933967953823824	1.56845766912755	0	0	0.33060081216699
mmu-mir-5621	0.554831776830859	0.700475965367868	0	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-133c	0.832247665246288	0.700475965367868	0	0.312420065705783	0	0.991802436500971
mmu-mir-6389	0.277415888415429	0.233491988455956	0	0.937260197117349	0.673726363859691	1.32240324866796
mmu-mir-21c	0.832247665246288	0.700475965367868	0	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-6917	0.832247665246288	0.700475965367868	0.941074601476532	0.312420065705783	0	0
mmu-mir-6922	0.554831776830859	0	0.313691533825511	0.312420065705783	0	1.98360487300194
mmu-mir-6935	0.832247665246288	0.700475965367868	0	0.312420065705783	0	0.991802436500971
mmu-mir-6955	0.554831776830859	0.700475965367868	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-6962	0.277415888415429	0.466983976911912	0.627383067651021	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-6965	0.277415888415429	0.466983976911912	0.313691533825511	0.624840131411566	0	1.32240324866796
mmu-mir-6973a	0.277415888415429	1.16745994227978	0	0.312420065705783	1.34745272771938	0.33060081216699
mmu-mir-6979	0	0.933967953823824	0.941074601476532	0.312420065705783	1.34745272771938	0
mmu-mir-7000	0.554831776830859	1.40095193073574	0	0	0	0.661201624333981
mmu-mir-7004	1.10966355366172	0.233491988455956	0.313691533825511	0.624840131411566	0	0.661201624333981
mmu-mir-7018	0.277415888415429	1.40095193073574	0	0.937260197117349	0	0
mmu-mir-7027	0.277415888415429	1.16745994227978	0	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-7029	0.832247665246288	0.700475965367868	0	0.937260197117349	0.673726363859691	0
mmu-mir-7032	0.832247665246288	0.466983976911912	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-7042	0.554831776830859	0.700475965367868	0	0.312420065705783	1.34745272771938	0.661201624333981
mmu-mir-7065	0.554831776830859	0.700475965367868	0.313691533825511	0	0.673726363859691	0.991802436500971
mmu-mir-7066	0	2.1014278961036	0.313691533825511	0	0	0
mmu-mir-7076	1.38707944207715	0.700475965367868	0	0.624840131411566	0	0
mmu-mir-7086	0.554831776830859	0.700475965367868	0.313691533825511	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-7242	0.277415888415429	1.63444391919169	0.313691533825511	0	0	0.33060081216699
mmu-mir-7647	0.277415888415429	0.466983976911912	0.941074601476532	0.937260197117349	0.673726363859691	0
mmu-mir-8092	0	0.700475965367868	0.313691533825511	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-5104b	1.10966355366172	0.466983976911912	0	0.312420065705783	0	0.991802436500971
mmu-mir-12179	0	1.40095193073574	0.313691533825511	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-1970c	0	0.466983976911912	1.25476613530204	0.937260197117349	0	0.33060081216699
mmu-mir-135a-1	0	0.933967953823824	0	1.24968026282313	0.673726363859691	0
mmu-mir-135a-2	0.277415888415429	0.466983976911912	0.627383067651021	0.937260197117349	0	0.33060081216699
mmu-mir-384	0.832247665246288	0.233491988455956	0.627383067651021	0.937260197117349	0	0
mmu-mir-770	1.10966355366172	0.233491988455956	0.313691533825511	0.624840131411566	0.673726363859691	0
mmu-mir-678	0	0.700475965367868	0.313691533825511	0.624840131411566	0	0.991802436500971
mmu-mir-883a	0	0	1.25476613530204	0.312420065705783	0.673726363859691	0.991802436500971
mmu-mir-669l	0.554831776830859	0.933967953823824	0.313691533825511	0.312420065705783	0	0.33060081216699
mmu-mir-669n	0.832247665246288	0.466983976911912	0.313691533825511	0.312420065705783	0	0.661201624333981
mmu-mir-2139	0.832247665246288	1.16745994227978	0.313691533825511	0	0	0
mmu-mir-2183	0	0.233491988455956	0.941074601476532	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-599	0.832247665246288	0.233491988455956	0.941074601476532	0.312420065705783	0.673726363859691	0
mmu-mir-3093	0.554831776830859	0.700475965367868	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-3113	0.832247665246288	0.933967953823824	0.313691533825511	0	0.673726363859691	0
mmu-mir-6910	0.832247665246288	0.233491988455956	0.313691533825511	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-6912	0	0.700475965367868	0	0.624840131411566	1.34745272771938	0.661201624333981
mmu-mir-6927	0.277415888415429	0.700475965367868	0	0.937260197117349	0	0.661201624333981
mmu-mir-6972	0.832247665246288	0.466983976911912	0	1.24968026282313	0	0
mmu-mir-6995	0.277415888415429	0.233491988455956	0.627383067651021	0.937260197117349	0.673726363859691	0.33060081216699
mmu-mir-7026	1.10966355366172	0	0.941074601476532	0.312420065705783	0.673726363859691	0
mmu-mir-7031	0	0.700475965367868	0.313691533825511	0.312420065705783	0	1.32240324866796
mmu-mir-7073	0.832247665246288	0.466983976911912	0.313691533825511	0.937260197117349	0	0
mmu-mir-7119	0	0.700475965367868	0.941074601476532	0.312420065705783	0	0.661201624333981
mmu-mir-7222	0.554831776830859	0.700475965367868	0.627383067651021	0.624840131411566	0	0
mmu-mir-7659	0.832247665246288	0.933967953823824	0	0.624840131411566	0	0
mmu-mir-8098	0.832247665246288	0.700475965367868	0	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-1911	0.277415888415429	0.466983976911912	0.313691533825511	1.24968026282313	0.673726363859691	0
mmu-mir-12201	0.832247665246288	0.466983976911912	0	0.624840131411566	0	0.661201624333981
mmu-mir-124-3	0.277415888415429	0.233491988455956	0.313691533825511	0.937260197117349	0	0.661201624333981
mmu-mir-201	0.554831776830859	0.233491988455956	0.627383067651021	0.937260197117349	0	0
mmu-mir-592	0.277415888415429	0.466983976911912	0.313691533825511	0.937260197117349	0	0.33060081216699
mmu-mir-344d-1	0.554831776830859	0.233491988455956	0.627383067651021	0.937260197117349	0	0
mmu-mir-759	0.832247665246288	0.233491988455956	0	0.624840131411566	0	0.661201624333981
mmu-mir-684-1	0.277415888415429	0	1.25476613530204	0.937260197117349	0	0
mmu-mir-684-2	0.277415888415429	0	1.25476613530204	0.937260197117349	0	0
mmu-mir-686	0.277415888415429	1.40095193073574	0	0	0	0.33060081216699
mmu-mir-695	0.277415888415429	0.466983976911912	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-871	0.277415888415429	0.933967953823824	0.313691533825511	0.624840131411566	0	0
mmu-mir-465b-1	0.277415888415429	0.233491988455956	0.941074601476532	0.624840131411566	0.673726363859691	0
mmu-mir-465b-2	0.277415888415429	0.233491988455956	0.941074601476532	0.624840131411566	0.673726363859691	0
mmu-mir-504	1.10966355366172	0.233491988455956	0	0.937260197117349	0	0
mmu-mir-669i	0.554831776830859	0.466983976911912	0.313691533825511	0.937260197117349	0	0
mmu-mir-1897	0.277415888415429	0.466983976911912	0.627383067651021	0	2.02117909157907	0
mmu-mir-1905	0.554831776830859	0.233491988455956	0.627383067651021	0.312420065705783	0	0.661201624333981
mmu-mir-1949	0.554831776830859	0.233491988455956	0.941074601476532	0.312420065705783	0	0.33060081216699
mmu-mir-669m-1	1.38707944207715	0	0	0.312420065705783	0	0.661201624333981
mmu-mir-1958	0.554831776830859	0	0.941074601476532	0.624840131411566	0.673726363859691	0
mmu-mir-2136	0.277415888415429	0.700475965367868	0.627383067651021	0.624840131411566	0	0
mmu-mir-3063	0.277415888415429	0.233491988455956	0.627383067651021	0	0.673726363859691	0.991802436500971
mmu-mir-669p-1	0.554831776830859	0.700475965367868	0.313691533825511	0	0	0.661201624333981
mmu-mir-669p-2	0.554831776830859	0.700475965367868	0.313691533825511	0	0	0.661201624333981
mmu-mir-3108	0.277415888415429	0.933967953823824	0.313691533825511	0.624840131411566	0	0
mmu-mir-5616	0.554831776830859	0.466983976911912	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-5627	1.38707944207715	0	0	0.624840131411566	0	0.33060081216699
mmu-mir-5709	0.277415888415429	0.233491988455956	0	1.24968026282313	0	0.661201624333981
mmu-mir-6237	0	0.233491988455956	0	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-6338	0.554831776830859	0.233491988455956	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-6349	0.277415888415429	0.700475965367868	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-6351	0.554831776830859	0.466983976911912	0.627383067651021	0.624840131411566	0	0
mmu-mir-6355	0.554831776830859	0.233491988455956	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-6397	0.554831776830859	0.233491988455956	0.313691533825511	1.24968026282313	0	0
mmu-mir-6414	0.554831776830859	0.933967953823824	0	0.624840131411566	0	0
mmu-mir-6926	0	0.466983976911912	0.627383067651021	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-6947	0.277415888415429	0.700475965367868	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-6950	0.832247665246288	0.466983976911912	0	0.312420065705783	0	0.661201624333981
mmu-mir-6976	0	0.700475965367868	0	0.624840131411566	1.34745272771938	0.33060081216699
mmu-mir-6998	0.554831776830859	0.933967953823824	0	0.312420065705783	0	0.33060081216699
mmu-mir-6999	0.554831776830859	0.466983976911912	0.627383067651021	0.624840131411566	0	0
mmu-mir-7007	0.554831776830859	0.466983976911912	0.941074601476532	0.312420065705783	0	0
mmu-mir-7013	0.277415888415429	0.700475965367868	0	0.312420065705783	0	0.991802436500971
mmu-mir-7033	0.277415888415429	0.700475965367868	0.313691533825511	0.624840131411566	0.673726363859691	0
mmu-mir-7057	0.277415888415429	0.466983976911912	0.313691533825511	0.937260197117349	0	0.33060081216699
mmu-mir-7063	0.832247665246288	0	0.313691533825511	0.937260197117349	0.673726363859691	0
mmu-mir-7211	0.554831776830859	0.466983976911912	0.627383067651021	0.312420065705783	0	0.33060081216699
mmu-mir-7225	0	0.466983976911912	0.941074601476532	0	0	0.991802436500971
mmu-mir-7229	0.277415888415429	0.700475965367868	0	0.624840131411566	0	0.661201624333981
mmu-mir-7237	0	0.466983976911912	0.627383067651021	1.24968026282313	0	0
mmu-mir-7649	0.277415888415429	0.466983976911912	0	0.624840131411566	0	0.991802436500971
mmu-mir-7658	1.10966355366172	0.700475965367868	0	0.312420065705783	0	0
mmu-mir-7673	0.832247665246288	0.233491988455956	0.313691533825511	0.937260197117349	0	0
mmu-mir-3620	0.554831776830859	0.233491988455956	0.313691533825511	0.937260197117349	0	0.33060081216699
mmu-mir-290b	0	0.700475965367868	0.627383067651021	0.624840131411566	0.673726363859691	0
mmu-mir-7689	0.554831776830859	0.933967953823824	0	0.624840131411566	0	0
mmu-mir-8105	0.277415888415429	0.933967953823824	0.313691533825511	0.312420065705783	0.673726363859691	0
mmu-mir-12184	0.554831776830859	0.466983976911912	0.313691533825511	0	0.673726363859691	0.661201624333981
mmu-mir-291a	0.554831776830859	0.466983976911912	0.627383067651021	0.312420065705783	0	0
mmu-mir-302b	0.554831776830859	0	0.313691533825511	0.624840131411566	0	0.661201624333981
mmu-mir-758	0	0.233491988455956	0.941074601476532	0.624840131411566	0	0.33060081216699
mmu-mir-802	0	0.700475965367868	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-343	0.554831776830859	0.933967953823824	0	0	0	0.33060081216699
mmu-mir-432	0.554831776830859	0.700475965367868	0.627383067651021	0	0	0
mmu-mir-3100	0.277415888415429	0.233491988455956	1.25476613530204	0	0	0.33060081216699
mmu-mir-3101	0	0.233491988455956	0.627383067651021	0.937260197117349	0	0.33060081216699
mmu-mir-344e	0.277415888415429	0.466983976911912	0	0.624840131411566	0.673726363859691	0.33060081216699
mmu-mir-344f	0.277415888415429	0.466983976911912	0.627383067651021	0	0	0.661201624333981
mmu-mir-5046	0.277415888415429	0.700475965367868	0	0.937260197117349	0	0
mmu-mir-5626	0.554831776830859	0.466983976911912	0.313691533825511	0.312420065705783	0.673726363859691	0
mmu-mir-6343	0.277415888415429	0	0.941074601476532	0	0	0.991802436500971
mmu-mir-6346	0.277415888415429	0	0	0.937260197117349	0.673726363859691	0.661201624333981
mmu-mir-6353	0.277415888415429	0.466983976911912	0.313691533825511	0.624840131411566	0.673726363859691	0
mmu-mir-6358	0.554831776830859	0	0.313691533825511	0.312420065705783	1.34745272771938	0.33060081216699
mmu-mir-6366	0.277415888415429	0.233491988455956	0.627383067651021	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-6398	0.277415888415429	0.233491988455956	0.313691533825511	0.312420065705783	0	0.991802436500971
mmu-mir-6401	0	0.233491988455956	0.313691533825511	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-6402	0.277415888415429	0.933967953823824	0.313691533825511	0	0	0.33060081216699
mmu-mir-6900	1.10966355366172	0.233491988455956	0	0.312420065705783	0	0.33060081216699
mmu-mir-6903	0.554831776830859	0.466983976911912	0.313691533825511	0	0	0.661201624333981
mmu-mir-6906	0.277415888415429	0.466983976911912	0.313691533825511	0.937260197117349	0	0
mmu-mir-6913	0.277415888415429	0.933967953823824	0.627383067651021	0	0	0
mmu-mir-6916	0.832247665246288	0.466983976911912	0.627383067651021	0	0	0
mmu-mir-6934	0.277415888415429	0.466983976911912	0.313691533825511	0.312420065705783	0.673726363859691	0.33060081216699
mmu-mir-6938	0	0.933967953823824	0.313691533825511	0.312420065705783	0	0.33060081216699
mmu-mir-6957	0.832247665246288	0.466983976911912	0.313691533825511	0.312420065705783	0	0
mmu-mir-6975	0.277415888415429	0.933967953823824	0.313691533825511	0	0	0.33060081216699
mmu-mir-6977	0.832247665246288	0.700475965367868	0	0.312420065705783	0	0
mmu-mir-6984	0.554831776830859	0.233491988455956	0.627383067651021	0.312420065705783	0.673726363859691	0
mmu-mir-7006	0	0.233491988455956	0.313691533825511	0.937260197117349	0	0.661201624333981
mmu-mir-7019	0	1.16745994227978	0	0.312420065705783	0	0.33060081216699
mmu-mir-7020	0.554831776830859	0.233491988455956	0.313691533825511	0.937260197117349	0	0
mmu-mir-7023	0.554831776830859	0.700475965367868	0.313691533825511	0.312420065705783	0	0
mmu-mir-7051	1.10966355366172	0.233491988455956	0	0.312420065705783	0	0.33060081216699
mmu-mir-7059	0.832247665246288	0.466983976911912	0	0.624840131411566	0	0
mmu-mir-7072	0	0.466983976911912	0	0.312420065705783	0.673726363859691	0.991802436500971
mmu-mir-7078	0.832247665246288	0.700475965367868	0.313691533825511	0	0	0
mmu-mir-7091	0	0.700475965367868	0	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-7657	0	0.233491988455956	0.941074601476532	0	0.673726363859691	0.661201624333981
mmu-mir-7668	0.554831776830859	0.700475965367868	0.313691533825511	0	0.673726363859691	0
mmu-mir-7671	0.554831776830859	0.933967953823824	0	0.312420065705783	0	0
mmu-mir-3569	0.832247665246288	0.700475965367868	0.313691533825511	0	0	0
mmu-mir-216c	0.832247665246288	0.233491988455956	0.627383067651021	0	0	0.33060081216699
mmu-mir-1271	0.554831776830859	0.233491988455956	0.313691533825511	0.624840131411566	0	0.33060081216699
mmu-mir-12187	0.832247665246288	0.233491988455956	0.313691533825511	0.624840131411566	0	0
mmu-mir-292a	0.554831776830859	0.466983976911912	0	0.312420065705783	0	0.33060081216699
mmu-mir-465a	0	0	0.313691533825511	1.24968026282313	0	0.33060081216699
mmu-mir-3099	0.554831776830859	0.233491988455956	0.313691533825511	0	0	0.661201624333981
mmu-mir-707	0.832247665246288	0.233491988455956	0.313691533825511	0.312420065705783	0	0
mmu-mir-718	0.832247665246288	0.466983976911912	0	0	0.673726363859691	0
mmu-mir-743a	0.277415888415429	0.466983976911912	0.313691533825511	0.312420065705783	0	0.33060081216699
mmu-mir-882	0.277415888415429	0.700475965367868	0	0	0.673726363859691	0.33060081216699
